AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude,ReasonRemoved,index
,,,,,,,,,Certificated Issued,18376,Unspecified,1971-04-12,,12/31,01/01,Appropriation,"100.0, 390.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12386, KSwr_S8312",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,5841.0
,,,,,,,,,Certificated Issued,18425,Unspecified,1971-04-22,,12/31,01/01,Appropriation,"321.22, 491.132",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12422, KSwr_S7025",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,5877.0
,,,,,,,,,Certificated Issued,18446,Unspecified,1971-04-29,,12/31,01/01,Appropriation,"240.0, 230.0, 254.0, 216.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12444, KSwr_S12447, KSwr_S12446, KSwr_S12445",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,5894.0
,,,,,,,,,Certificated Issued,18448,Unspecified,1971-04-29,,12/31,01/01,Appropriation,"256.0, 248.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12450, KSwr_S12449",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,5896.0
,,,,,,,,,Certificated Issued,18450,Unspecified,1971-04-29,,12/31,01/01,Appropriation,"336.0, 459.0, 332.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12452, KSwr_S3934, KSwr_S12453",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,5898.0
,,,,,,,,,Certificated Issued,18451,Unspecified,1971-04-30,,12/31,01/01,Appropriation,"185.0, 113.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12454, KSwr_S12455",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,5899.0
,,,,,,,,,Certificated Issued,18455,Unspecified,1971-05-03,,12/31,01/01,Appropriation,"345.0, 295.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6678, KSwr_S12458",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,5902.0
,,,,,,,,,Certificated Issued,18456,Unspecified,1971-05-03,,12/31,01/01,Appropriation,"170.0, 218.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12460, KSwr_S12459",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,5903.0
,,,,,,,,,Certificated Issued,18495,Unspecified,1971-05-11,,12/31,01/01,Appropriation,"154.0, 50.0, 509.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12486, KSwr_S5205, KSwr_S2542",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,5930.0
,,,,,,,,,Certificated Issued,18511,Unspecified,1971-05-14,,12/31,01/01,Appropriation,"59.0, 117.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12502, KSwr_S12501",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,5945.0
,,,,,,,,,Certificated Issued,18520,Unspecified,1971-05-18,,12/31,01/01,Appropriation,"474.0, 500.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12506, KSwr_S12507",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,5950.0
,,,,,,,,,Certificated Issued,18529,Unspecified,1971-05-21,,12/31,01/01,Appropriation,"183.0, 79.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12508, KSwr_S1622",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,5953.0
,,,,,,,,,Certificated Issued,18536,Unspecified,1971-05-24,,12/31,01/01,Appropriation,"92.0, 230.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12511, KSwr_S12512",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,5956.0
,,,,,,,,,Certificated Issued,18549,Unspecified,1971-05-27,,12/31,01/01,Appropriation,"91.2, 95.0",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12522, KSwr_S12521",KDADWR_Allocation All,,KSwr_WS88,,,,,Bad Flow or Volume,5966.0
,,,,,,,,,Certificated Issued,18557,Unspecified,1971-06-02,,12/31,01/01,Appropriation,"19.25, 46.58600000000001","Recreation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12532, KSwr_S12530, KSwr_S12529, KSwr_S12531",KDADWR_Allocation All,,KSwr_WS53,,,,,Bad Flow or Volume,5973.0
,,,,,,,,,Certificated Issued,18564,Unspecified,1971-06-04,,12/31,01/01,Appropriation,"640.0, 84.0","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S12539,KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,5979.0
,,,,,,,,,Certificated Issued,18571,Unspecified,1971-06-09,,12/31,01/01,Appropriation,"52.0, 430.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S1926, KSwr_S12544",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,5985.0
,,,,,,,,,Certificated Issued,18590,Unspecified,1971-06-22,,12/31,01/01,Appropriation,"256.0, 572.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12563, KSwr_S12562",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6002.0
,,,,,,,,,Certificated Issued,18596,Unspecified,1971-06-24,,12/31,01/01,Appropriation,"1204.0, 309.0, 119.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12566, KSwr_S12568, KSwr_S12567",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,6005.0
,,,,,,,,,Certificated Issued,18616,Unspecified,1971-07-09,,12/31,01/01,Appropriation,"240.0, 198.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12585, KSwr_S12584",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,6021.0
,,,,,,,,,Certificated Issued,18624,Unspecified,1971-07-12,,12/31,01/01,Appropriation,"161.0, 52.0, 103.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12591, KSwr_S12590, KSwr_S12592",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,6027.0
,,,,,,,,,Certificated Issued,18637,Unspecified,1971-07-19,,12/31,01/01,Appropriation,"209.0, 174.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12601, KSwr_S12600",KDADWR_Allocation All,,KSwr_WS93,,,,,Bad Flow or Volume,6036.0
,,,,,,,,,Certificated Issued,18660,Unspecified,1971-07-28,,12/31,01/01,Appropriation,"135.0, 119.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12614, KSwr_S12615",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,6049.0
,,,,,,,,,Certificated Issued,18683,Unspecified,1971-08-03,,12/31,01/01,Appropriation,"681.9989999999998, 835.9960000000002",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12637, KSwr_S12635, KSwr_S12636",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6067.0
,,,,,,,,,Certificated Issued,18707,Unspecified,1971-08-11,,12/31,01/01,Appropriation,"162.0, 146.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12651, KSwr_S12652",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,6084.0
,,,,,,,,,Certificated Issued,18711,Unspecified,1971-08-11,,12/31,01/01,Appropriation,"24.0, 130.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12657, KSwr_S12658, KSwr_S12656",KDADWR_Allocation All,,KSwr_WS79,,,,,Bad Flow or Volume,6088.0
,,,,,,,,,Certificated Issued,18725,Unspecified,1971-08-20,,12/31,01/01,Appropriation,"44.0, 93.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S10187, KSwr_S12668",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,6100.0
,,,,,,,,,Certificated Issued,18726,Unspecified,1971-08-20,,12/31,01/01,Appropriation,"91.0, 87.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12670, KSwr_S12669",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,6101.0
,,,,,,,,,Certificated Issued,18739,Unspecified,1971-08-26,,12/31,01/01,Appropriation,"42.0, 5.0, 78.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S9034, KSwr_S9035, KSwr_S9033",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6110.0
,,,,,,,,,Certificated Issued,18754,Unspecified,1971-09-01,,12/31,01/01,Appropriation,"420.0, 239.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12687, KSwr_S12688",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,6119.0
,,,,,,,,,Certificated Issued,18761,Unspecified,1971-09-02,,12/31,01/01,Appropriation,"81.0, 125.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12696, KSwr_S12695",KDADWR_Allocation All,,KSwr_WS32,,,,,Bad Flow or Volume,6124.0
,,,,,,,,,Certificated Issued,18762,Unspecified,1971-09-03,,12/31,01/01,Appropriation,"377.0, 263.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12697, KSwr_S12698",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,6125.0
,,,,,,,,,Certificated Issued,18763,Unspecified,1971-09-07,,12/31,01/01,Appropriation,"65.6, 98.4",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12700, KSwr_S12699",KDADWR_Allocation All,,KSwr_WS79,,,,,Bad Flow or Volume,6126.0
,,,,,,,,,Certificated Issued,18789,Unspecified,1971-09-08,,12/31,01/01,Appropriation,"544.0, 100.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S3812, KSwr_S12704",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6130.0
,,,,,,,,,Certificated Issued,18798,Unspecified,1971-09-14,,12/31,01/01,Appropriation,"145.0, 182.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12711, KSwr_S12712",KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,6137.0
,,,,,,,,,Certificated Issued,18799,Unspecified,1971-09-15,,12/31,01/01,Appropriation,"201.503, 157.649, 110.781",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12715, KSwr_S12714, KSwr_S12713",KDADWR_Allocation All,,KSwr_WS37,,,,,Bad Flow or Volume,6138.0
,,,,,,,,,Certificated Issued,18802,Unspecified,1971-09-16,,12/31,01/01,Appropriation,"322.0, 180.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12717, KSwr_S12718",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,6140.0
,,,,,,,,,Certificated Issued,18822,Unspecified,1971-09-23,,12/31,01/01,Appropriation,"197.0, 207.0, 373.0, 183.0, 120.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12728, KSwr_S12726, KSwr_S12730, KSwr_S12729, KSwr_S12727",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,6151.0
,,,,,,,,,Certificated Issued,18828,Unspecified,1971-09-28,,12/31,01/01,Appropriation,"128.0, 223.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S4890, KSwr_S4891",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,6156.0
,,,,,,,,,Certificated Issued,18853,Unspecified,1971-10-13,,12/31,01/01,Appropriation,"645.0, 134.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12747, KSwr_S12748",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6171.0
,,,,,,,,,Certificated Issued,18865,Unspecified,1971-10-18,,12/31,01/01,Appropriation,"129.0, 180.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12757, KSwr_S12756",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6179.0
,,,,,,,,,Certificated Issued,18874,Unspecified,1971-10-18,,12/31,01/01,Appropriation,"168.0, 82.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12761, KSwr_S12762",KDADWR_Allocation All,,KSwr_WS32,,,,,Bad Flow or Volume,6184.0
,,,,,,,,,Certificated Issued,18876,Unspecified,1971-10-19,,12/31,01/01,Appropriation,"24.398000000000003, 33.27, 17.744",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12766, KSwr_S12765, KSwr_S12764, KSwr_S12767",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,6186.0
,,,,,,,,,Certificated Issued,18877,Unspecified,1971-10-19,,12/31,01/01,Appropriation,"80.0, 56.0, 134.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12768, KSwr_S12769, KSwr_S12770",KDADWR_Allocation All,,KSwr_WS59,,,,,Bad Flow or Volume,6187.0
,,,,,,,,,Certificated Issued,18902,Unspecified,1971-10-28,,12/31,01/01,Appropriation,"18.0, 220.0, 119.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S3559, KSwr_S12788, KSwr_S12789",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,6207.0
,,,,,,,,,Certificated Issued,18903,Unspecified,1971-10-28,,12/31,01/01,Appropriation,"107.012, 308.4, 199.999","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12792, KSwr_S12791, KSwr_S12790",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6208.0
,,,,,,,,,Certificated Issued,18905,Unspecified,1971-10-29,,12/31,01/01,Appropriation,"272.0, 225.0, 229.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12793, KSwr_S12795, KSwr_S12794",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,6210.0
,,,,,,,,,Certificated Issued,18908,Unspecified,1971-11-01,,12/31,01/01,Appropriation,"121.129, 133.52700000000002",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12799, KSwr_S12798",KDADWR_Allocation All,,KSwr_WS95,,,,,Bad Flow or Volume,6213.0
,,,,,,,,,Certificated Issued,18910,Unspecified,1971-11-01,,12/31,01/01,Appropriation,"368.0, 98.0, 479.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12801, KSwr_S12800, KSwr_S12802",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,6215.0
,,,,,,,,,Certificated Issued,18917,Unspecified,1971-11-04,,12/31,01/01,Appropriation,"67.0, 55.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S7153, KSwr_S7154",KDADWR_Allocation All,,KSwr_WS59,,,,,Bad Flow or Volume,6221.0
,,,,,,,,,Certificated Issued,18927,Unspecified,1971-11-16,,12/31,01/01,Appropriation,"0.0, 417.5, 250.0, 300.014","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12818, KSwr_S12821, KSwr_S12822, KSwr_S12817, KSwr_S12820, KSwr_S12819",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,6231.0
,,,,,,,,,Certificated Issued,18928,Unspecified,1971-11-16,,12/31,01/01,Appropriation,"0.0, 14.64",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12823, KSwr_S12824",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,6232.0
,,,,,,,,,Certificated Issued,18932,Unspecified,1971-11-17,,12/31,01/01,Appropriation,"456.0, 404.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12829, KSwr_S12828",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6236.0
,,,,,,,,,Certificated Issued,18945,Unspecified,1971-11-23,,12/31,01/01,Appropriation,"70.646, 87.92399999999998",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12844, KSwr_S12843",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,6247.0
,,,,,,,,,Certificated Issued,18951,Unspecified,1971-11-24,,12/31,01/01,Appropriation,"40.0, 25.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12851, KSwr_S12850",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,6253.0
,,,,,,,,,Certificated Issued,18989,Unspecified,1971-12-13,,12/31,01/01,Appropriation,"99.0, 133.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12880, KSwr_S12879",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,6284.0
,,,,,,,,,Certificated Issued,19003,Unspecified,1971-12-17,,12/31,01/01,Appropriation,"306.0, 235.0, 189.0, 278.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12891, KSwr_S12890, KSwr_S12893, KSwr_S12892",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6296.0
,,,,,,,,,Certificated Issued,19027,Unspecified,1971-12-28,,12/31,01/01,Appropriation,"169.0, 451.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12915, KSwr_S12914",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,6313.0
,,,,,,,,,Certificated Issued,19030,Unspecified,1971-12-28,,12/31,01/01,Appropriation,"312.0, 296.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12917, KSwr_S12916",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,6314.0
,,,,,,,,,Certificated Issued,19062,Unspecified,1972-01-05,,12/31,01/01,Appropriation,"2.698, 4.082",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12933, KSwr_S12932",KDADWR_Allocation All,,KSwr_WS112,,,,,Bad Flow or Volume,6335.0
,,,,,,,,,Certificated Issued,19076,Unspecified,1972-01-10,,12/31,01/01,Appropriation,"320.0, 138.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5755, KSwr_S12947",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,6344.0
,,,,,,,,,Certificated Issued,19103,Unspecified,1972-01-17,,12/31,01/01,Appropriation,"282.0, 227.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12983, KSwr_S12982",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6367.0
,,,,,,,,,Certificated Issued,19130,Unspecified,1972-01-21,,12/31,01/01,Appropriation,"178.30200000000005, 237.0","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S12998, KSwr_S12997",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6385.0
,,,,,,,,,Certificated Issued,19133,Unspecified,1972-01-21,,12/31,01/01,Appropriation,"484.0, 496.0, 49.96100000000001, 537.0, 507.0, 700.0","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13000, KSwr_S13001, KSwr_S13003, KSwr_S37, KSwr_S13002, KSwr_S12999",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,6386.0
,,,,,,,,,Certificated Issued,19139,Unspecified,1972-01-21,,12/31,01/01,Appropriation,"65.0, 285.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13012, KSwr_S13011",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,6392.0
,,,,,,,,,Certificated Issued,19152,Unspecified,1972-01-26,,12/31,01/01,Appropriation,"258.0, 275.0, 277.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13022, KSwr_S13021, KSwr_S13023, KSwr_S13024, KSwr_S13025",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6401.0
,,,,,,,,,Certificated Issued,19174,Unspecified,1972-01-31,,12/31,01/01,Appropriation,"96.0, 97.0, 50.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13036, KSwr_S13038, KSwr_S13037",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6414.0
,,,,,,,,,Certificated Issued,19178,Unspecified,1972-02-01,,12/31,01/01,Appropriation,"100.0, 374.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13041, KSwr_S13040",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6416.0
,,,,,,,,,Certificated Issued,19186,Unspecified,1972-02-02,,12/31,01/01,Appropriation,"137.0, 85.0, 118.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13049, KSwr_S13047, KSwr_S13048",KDADWR_Allocation All,,KSwr_WS47,,,,,Bad Flow or Volume,6422.0
,,,,,,,,,Certificated Issued,19244,Unspecified,1972-02-14,,12/31,01/01,Appropriation,"0.0, 625.0, 339.0, 22.004","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13084, KSwr_S13085, KSwr_S13083, KSwr_S13082, KSwr_S13081",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,6461.0
,,,,,,,,,Certificated Issued,19261,Unspecified,1972-02-18,,12/31,01/01,Appropriation,"272.0, 476.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13102, KSwr_S13100, KSwr_S13101",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6476.0
,,,,,,,,,Certificated Issued,19264,Unspecified,1972-02-22,,12/31,01/01,Appropriation,"960.0, 330.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5345, KSwr_S13105, KSwr_S13106",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,6479.0
,,,,,,,,,Certificated Issued,19277,Unspecified,1972-02-24,,12/31,01/01,Appropriation,"74.0, 164.0, 100.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13119, KSwr_S448, KSwr_S13120",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,6491.0
,,,,,,,,,Certificated Issued,19278,Unspecified,1972-02-24,,12/31,01/01,Appropriation,"58.0, 915.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13121, KSwr_S10901",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,6492.0
,,,,,,,,,Certificated Issued,19279,Unspecified,1972-02-24,,12/31,01/01,Appropriation,"218.0, 102.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13122, KSwr_S13123",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,6493.0
,,,,,,,,,Certificated Issued,19296,Unspecified,1972-02-28,,12/31,01/01,Appropriation,"50.11, 12.69",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13133, KSwr_S13134",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,6503.0
